chunk_id,job_category,experience_level,project_description,rate_median,rate_mean,rate_min,rate_max,sample_count
113,Data Entry,Intermediate,"An educational institution requires data entry services to catalog and organize their library's collection of books, journals, and other media, using a custom-built database application.",50.74,54.05743902439024,7.18,99.03,82
114,Data Entry,Intermediate,"Enter and verify financial transaction data into our accounting system, ensuring accuracy and compliance with company policies, for approximately 2000 transactions per month.",50.74,54.05743902439024,7.18,99.03,82
115,Data Entry,Intermediate,"Help a non-profit organization manage their donor database by updating and maintaining accurate records of contributions, contact information, and communication history.",50.74,54.05743902439024,7.18,99.03,82
116,Data Entry,Intermediate,"Process and enter employee time sheets and payroll data into our HR software, ensuring timely and accurate payment processing for over 100 staff members.",50.74,54.05743902439024,7.18,99.03,82
117,Data Entry,Intermediate,"A research organization needs assistance with manually transcribing and coding qualitative interview data, following a provided coding framework and delivering the results in a spreadsheet.",50.74,54.05743902439024,7.18,99.03,82
118,Data Entry,Intermediate,"Support a retail business by updating and maintaining their product inventory database, including tracking stock levels, monitoring inventory movements, and performing periodic audits.",50.74,54.05743902439024,7.18,99.03,82
119,Data Entry,Intermediate,"Enter and manage data for a real estate company's property listings, including property details, images, and agent information, using a web-based platform.",50.74,54.05743902439024,7.18,99.03,82
120,Digital Marketing,Beginner,"We need a freelancer to manage our social media presence by creating engaging content and responding to comments on Facebook, Twitter, and Instagram for a newly launched e-commerce brand.",54.61,52.99436781609196,5.14,98.83,87
121,Digital Marketing,Beginner,"Assist in creating and scheduling email marketing campaigns for a small business using Mailchimp, with the goal of increasing subscription rates and customer engagement.",54.61,52.99436781609196,5.14,98.83,87
122,Digital Marketing,Beginner,"Help develop a basic SEO strategy for a local service-based business, including keyword research and on-page optimization for their existing website.",54.61,52.99436781609196,5.14,98.83,87
123,Digital Marketing,Beginner,"Create a monthly analytics report for a blog using Google Analytics, focusing on traffic sources, page views, and bounce rates to inform future content decisions.",54.61,52.99436781609196,5.14,98.83,87
124,Digital Marketing,Beginner,Design and implement a simple lead magnet campaign to capture email addresses from website visitors for a fitness coaching service.,54.61,52.99436781609196,5.14,98.83,87
125,Digital Marketing,Beginner,"Write and publish a series of introductory blog posts about industry trends for a startup in the tech sector, aiming to establish their thought leadership.",54.61,52.99436781609196,5.14,98.83,87
126,Digital Marketing,Beginner,"Develop a content calendar for a small retail business to ensure consistent posting across their social media platforms, including product features and promotions.",54.61,52.99436781609196,5.14,98.83,87
127,Digital Marketing,Beginner,"Conduct a competitor analysis for a new digital product launch, focusing on market share, customer engagement, and marketing strategies used by similar products.",54.61,52.99436781609196,5.14,98.83,87
128,Digital Marketing,Beginner,"Assist in setting up and running Facebook Ads for a local event, aiming to increase attendance and engagement through targeted advertising.",54.61,52.99436781609196,5.14,98.83,87
129,Digital Marketing,Beginner,"Create a basic influencer outreach plan for a lifestyle brand, identifying potential influencers and crafting outreach emails to collaborate on sponsored content.",54.61,52.99436781609196,5.14,98.83,87
130,Digital Marketing,Expert,"We need an expert digital marketer to develop and implement a comprehensive social media strategy for our new product launch, including content creation, paid advertising, and influencer partnerships.",52.35,52.29075949367089,8.98,99.37,79
131,Digital Marketing,Expert,"Create a data-driven SEO audit and optimization plan for our e-commerce website, including technical SEO recommendations, content optimization, and link building strategies.",52.35,52.29075949367089,8.98,99.37,79
132,Digital Marketing,Expert,"Develop a multi-channel digital marketing campaign to promote our brand's thought leadership in the industry, including email marketing, content marketing, and event marketing.",52.35,52.29075949367089,8.98,99.37,79
133,Digital Marketing,Expert,"Design and execute an A/B testing and conversion rate optimization project for our website's landing pages, including user experience research, testing plan development, and results analysis.",52.35,52.29075949367089,8.98,99.37,79
134,Digital Marketing,Expert,"Plan and implement a large-scale email marketing automation program for our customer engagement platform, including workflow design, content creation, and metrics tracking.",52.35,52.29075949367089,8.98,99.37,79
135,Digital Marketing,Expert,Conduct market research and analyze customer behavior to inform the development of a personalized marketing strategy for our subscription-based service.,52.35,52.29075949367089,8.98,99.37,79
136,Digital Marketing,Expert,"Develop a digital marketing strategy for our mobile app, including app store optimization, paid advertising, and in-app marketing campaigns.",52.35,52.29075949367089,8.98,99.37,79
137,Digital Marketing,Expert,"Create a content marketing plan to support our brand's awareness and lead generation goals, including blog posts, videos, podcasts, and social media content.",52.35,52.29075949367089,8.98,99.37,79
138,Digital Marketing,Expert,Design and implement a marketing analytics dashboard to track key performance indicators and provide data-driven insights for our marketing team.,52.35,52.29075949367089,8.98,99.37,79
139,Digital Marketing,Expert,"Develop a crisis management plan and communications strategy for our brand's social media presence, including risk assessment, messaging framework, and response protocols.",52.35,52.29075949367089,8.98,99.37,79
140,Digital Marketing,Intermediate,"We need an intermediate digital marketer to develop and implement a social media strategy for our new product launch, including creating engaging content and managing paid advertising campaigns across Facebook, Twitter, and Instagram.",60.99,57.74215384615385,5.33,98.8,65
141,Digital Marketing,Intermediate,"Create a comprehensive SEO audit and improvement plan for our e-commerce website, including keyword research, on-page optimization, and link building to increase organic traffic and sales.",60.99,57.74215384615385,5.33,98.8,65
142,Digital Marketing,Intermediate,"Develop a targeted email marketing campaign to re-engage our inactive customer base, including designing and writing email content, setting up automation workflows, and analyzing campaign performance metrics.",60.99,57.74215384615385,5.33,98.8,65
143,Digital Marketing,Intermediate,Conduct market research and analyze our competitors' digital marketing strategies to identify opportunities for improvement and provide recommendations for our own marketing efforts.,60.99,57.74215384615385,5.33,98.8,65
144,Digital Marketing,Intermediate,"Design and execute a influencer marketing campaign to promote our brand and products to a younger demographic, including identifying and partnering with relevant influencers, managing content creation, and tracking campaign ROI.",60.99,57.74215384615385,5.33,98.8,65
145,Digital Marketing,Intermediate,"Build and manage our company's presence on LinkedIn, including creating and publishing engaging content, participating in relevant groups, and leveraging paid advertising options to drive lead generation and brand awareness.",60.99,57.74215384615385,5.33,98.8,65
146,Digital Marketing,Intermediate,"Develop a data-driven content marketing strategy to drive more traffic and conversions to our website, including creating and promoting blog posts, videos, and other types of content that resonate with our target audience.",60.99,57.74215384615385,5.33,98.8,65
147,Digital Marketing,Intermediate,"Plan and execute a Google Ads campaign to drive more conversions and sales for our business, including conducting keyword research, setting up ad groups and campaigns, and optimizing ad performance based on data analysis.",60.99,57.74215384615385,5.33,98.8,65
148,Digital Marketing,Intermediate,"Create a comprehensive digital marketing strategy for our small business, including setting clear goals and objectives, identifying target audiences, and outlining tactics for social media, email, and content marketing.",60.99,57.74215384615385,5.33,98.8,65
149,Digital Marketing,Intermediate,"Analyze our website's conversion rates and user experience, and provide recommendations for improvement, including A/B testing, user feedback analysis, and implementation of changes to increase conversions and overall user satisfaction.",60.99,57.74215384615385,5.33,98.8,65
150,Graphic Design,Beginner,"Create a logo for a new startup company, including a vector file and a style guide, with a minimalist and modern aesthetic.",50.27,51.15370786516854,6.66,97.56,89
151,Graphic Design,Beginner,"Design a social media post template for a small business, including 3 different layouts and a set of custom icons.",50.27,51.15370786516854,6.66,97.56,89
152,Graphic Design,Beginner,"Develop a basic brand identity package for a non-profit organization, including a color palette, typography, and a business card design.",50.27,51.15370786516854,6.66,97.56,89
153,Graphic Design,Beginner,"Illustrate a children's book with 10 full-page illustrations and a cover design, using a whimsical and colorful style.",50.27,51.15370786516854,6.66,97.56,89
154,Graphic Design,Beginner,"Create a set of 5 custom icons for a mobile app, with a focus on simple and recognizable designs.",50.27,51.15370786516854,6.66,97.56,89
155,Graphic Design,Beginner,"Design a flyer for a local event, including a bold headline, eye-catching imagery, and essential event details.",50.27,51.15370786516854,6.66,97.56,89
156,Graphic Design,Beginner,"Produce a set of 10 social media graphics for a fitness influencer, including motivational quotes and high-quality images.",50.27,51.15370786516854,6.66,97.56,89
157,Graphic Design,Beginner,"Develop a simple website design for a personal blog, including a homepage, about page, and contact page.",50.27,51.15370786516854,6.66,97.56,89
158,Graphic Design,Beginner,"Create a menu design for a restaurant, including a cover, interior pages, and a set of custom food illustrations.",50.27,51.15370786516854,6.66,97.56,89
159,Graphic Design,Beginner,"Design a business card and letterhead for a freelancer, with a clean and professional layout and a custom logo.",50.27,51.15370786516854,6.66,97.56,89
160,Graphic Design,Expert,"Create a comprehensive brand style guide for a tech startup, including logos, color schemes, typography, and imagery, to ensure consistent visual identity across all marketing channels.",53.62,52.99318181818182,5.32,98.03,88
161,Graphic Design,Expert,"Design a visually stunning and interactive annual report for a non-profit organization, incorporating infographics, charts, and photographs to effectively communicate their mission and impact.",53.62,52.99318181818182,5.32,98.03,88
162,Graphic Design,Expert,"Develop a set of custom icons and graphics for a mobile app, with a focus on simplicity, scalability, and usability, to enhance the overall user experience.",53.62,52.99318181818182,5.32,98.03,88
163,Graphic Design,Expert,"Conceptualize and design a large-scale exhibition booth for a trade show, featuring eye-catching graphics, digital displays, and interactive elements to engage attendees and showcase products.",53.62,52.99318181818182,5.32,98.03,88
164,Graphic Design,Expert,"Collaborate with a marketing team to create a series of social media graphics and animations for a product launch campaign, leveraging bold typography, bright colors, and dynamic motion to generate buzz and drive sales.",53.62,52.99318181818182,5.32,98.03,88
165,Graphic Design,Expert,"Design and illustrate a children's book for a publishing company, bringing stories to life with vibrant, imaginative, and child-friendly artwork that meets the highest standards of quality and creativity.",53.62,52.99318181818182,5.32,98.03,88
166,Graphic Design,Expert,"Produce a high-end product catalog for a luxury fashion brand, featuring elegant layouts, precise typography, and stunning product photography to showcase their latest collections.",53.62,52.99318181818182,5.32,98.03,88
167,Graphic Design,Expert,"Create a cohesive visual identity for a new restaurant, including menus, signage, packaging, and website design, that reflects their unique cuisine, atmosphere, and target audience.",53.62,52.99318181818182,5.32,98.03,88
168,Graphic Design,Expert,"Develop an immersive and interactive digital magazine for a media company, incorporating engaging layouts, animations, and multimedia content to captivate readers and set a new standard for digital publishing.",53.62,52.99318181818182,5.32,98.03,88
169,Graphic Design,Expert,"Design a set of data-driven dashboards and reports for a business intelligence platform, using clear and concise visualizations, intuitive navigation, and best practices in data visualization to facilitate informed decision-making.",53.62,52.99318181818182,5.32,98.03,88
170,Graphic Design,Intermediate,"We need an intermediate graphic designer to create a set of social media graphics and email newsletters for a new product launch, with the goal of increasing brand awareness among our target audience.",50.825,50.28670454545455,6.34,98.39,88
171,Graphic Design,Intermediate,"Design a modern and responsive website layout for a tech startup, including a homepage, about page, and contact page, using a predetermined color scheme and brand identity.",50.825,50.28670454545455,6.34,98.39,88
172,Graphic Design,Intermediate,"Develop a consistent visual brand for a food truck business, including a logo, business cards, and menu design, that reflects the vibrant and eclectic atmosphere of the truck.",50.825,50.28670454545455,6.34,98.39,88
173,Graphic Design,Intermediate,Create a series of animated explainers and motion graphics for a financial services company to help explain complex concepts in an engaging and easy-to-understand way.,50.825,50.28670454545455,6.34,98.39,88
174,Graphic Design,Intermediate,"Design a print-ready brochure for a travel company showcasing their top destinations and packages, including high-quality images and compelling copy.",50.825,50.28670454545455,6.34,98.39,88
175,Graphic Design,Intermediate,"We're looking for an intermediate graphic designer to design and develop a set of custom icons and graphics for a mobile app, with a focus on simplicity, clarity, and usability.",50.825,50.28670454545455,6.34,98.39,88
176,Graphic Design,Intermediate,"Produce a set of eye-catching advertisements for a fitness center, including print ads, social media ads, and email promotions, that highlight the center's unique features and benefits.",50.825,50.28670454545455,6.34,98.39,88
177,Graphic Design,Intermediate,"Create a comprehensive brand style guide for a non-profit organization, including guidelines for typography, color palette, imagery, and tone of voice.",50.825,50.28670454545455,6.34,98.39,88
178,Graphic Design,Intermediate,"Design a set of interactive and engaging infographics for a educational website, covering topics such as science, history, and culture, that can be easily shared on social media.",50.825,50.28670454545455,6.34,98.39,88
179,Graphic Design,Intermediate,"Develop a visual identity for a podcast, including a logo, cover art, and social media graphics, that reflects the show's tone, style, and themes.",50.825,50.28670454545455,6.34,98.39,88
180,SEO,Beginner,"We need a freelancer to conduct a basic keyword research and optimize 5 pages of our website for search engines, including meta tags and headings.",52.71,51.57075949367088,5.11,97.42,79
181,SEO,Beginner,"Create a simple SEO audit report for our small business website, identifying areas for improvement in terms of page speed, mobile responsiveness, and content quality.",52.71,51.57075949367088,5.11,97.42,79
182,SEO,Beginner,"Assist in setting up Google Search Console and Google Analytics for our startup's website, and provide basic guidance on how to track keyword rankings.",52.71,51.57075949367088,5.11,97.42,79
183,SEO,Beginner,"Develop a beginner's guide to SEO best practices for our company blog, covering topics such as on-page optimization, local SEO, and link building.",52.71,51.57075949367088,5.11,97.42,79
184,SEO,Beginner,Optimize our website's images and internal linking structure to improve user experience and search engine crawlability.,52.71,51.57075949367088,5.11,97.42,79
185,SEO,Beginner,"Research and write 10 high-quality meta descriptions for our e-commerce website's product pages, aiming to increase click-through rates from search engine results.",52.71,51.57075949367088,5.11,97.42,79
186,SEO,Beginner,"Conduct a competitor analysis to identify gaps in our SEO strategy and provide recommendations for improvement, focusing on content marketing and technical SEO.",52.71,51.57075949367088,5.11,97.42,79
187,SEO,Beginner,"Help us create a comprehensive SEO checklist for our website, covering technical, on-page, and off-page optimization tasks.",52.71,51.57075949367088,5.11,97.42,79
188,SEO,Beginner,"Analyze our website's current SEO performance using tools like Ahrefs or SEMrush, and provide a report highlighting areas for improvement and potential opportunities.",52.71,51.57075949367088,5.11,97.42,79
189,SEO,Beginner,"Assist in creating high-quality, SEO-optimized content for our social media channels, including Facebook, Twitter, and LinkedIn, to increase engagement and drive website traffic.",52.71,51.57075949367088,5.11,97.42,79
190,SEO,Expert,We are seeking an expert SEO consultant to conduct a comprehensive technical SEO audit of our e-commerce website and provide actionable recommendations to improve its search engine rankings and drive more organic traffic.,49.49,50.68293333333333,5.02,98.62,75
191,SEO,Expert,Develop and implement a link building strategy for our financial services firm to improve our online authority and increase referrals from relevant and high-quality sources.,49.49,50.68293333333333,5.02,98.62,75
192,SEO,Expert,"Create high-quality, keyword-optimized content for our blog to establish our brand as a thought leader in the industry and attract more organic traffic to our website.",49.49,50.68293333333333,5.02,98.62,75
193,SEO,Expert,"Analyze our website's current SEO performance, identify areas for improvement, and provide data-driven recommendations to increase our search engine rankings and drive more conversions.",49.49,50.68293333333333,5.02,98.62,75
194,SEO,Expert,"Conduct keyword research and optimize the meta tags, titles, and descriptions for our website's key pages to improve its search engine visibility and click-through rates.",49.49,50.68293333333333,5.02,98.62,75
195,SEO,Expert,"Improve our website's local SEO by optimizing our Google My Business listing, creating high-quality citations, and building relationships with local influencers and bloggers.",49.49,50.68293333333333,5.02,98.62,75
196,SEO,Expert,"Develop an SEO strategy for our new product launch, including keyword research, on-page optimization, and link building, to increase its online visibility and drive more sales.",49.49,50.68293333333333,5.02,98.62,75
197,SEO,Expert,"Provide expert SEO guidance and support to our in-house marketing team, including training and workshops, to help them improve their SEO skills and knowledge.",49.49,50.68293333333333,5.02,98.62,75
198,SEO,Expert,"Create and implement an SEO-optimized content marketing plan for our B2B software company, including blog posts, whitepapers, and case studies, to attract more organic traffic and generate leads.",49.49,50.68293333333333,5.02,98.62,75
199,SEO,Expert,"Audit and optimize our website's internal linking structure, XML sitemap, and schema markup to improve its crawlability, indexing, and overall search engine rankings.",49.49,50.68293333333333,5.02,98.62,75
200,SEO,Intermediate,"We need an SEO specialist to optimize our existing e-commerce website for better search engine rankings, focusing on product pages and category descriptions.",58.24,60.20120481927711,5.34,99.56,83
201,SEO,Intermediate,"Create and implement a keyword research strategy for a new blog, including on-page optimizations and meta tags to improve search engine visibility.",58.24,60.20120481927711,5.34,99.56,83
202,SEO,Intermediate,"Conduct a technical SEO audit for a large business website, identifying and fixing issues related to site speed, mobile responsiveness, and crawl errors.",58.24,60.20120481927711,5.34,99.56,83
203,SEO,Intermediate,"Develop a link building plan to increase the authority of a health and wellness website, including guest blogging, resource pages, and broken link building.",58.24,60.20120481927711,5.34,99.56,83
204,SEO,Intermediate,"Optimize the local search presence of a multi-location business, including Google My Business listings, local citations, and reviews management.",58.24,60.20120481927711,5.34,99.56,83
205,SEO,Intermediate,"Improve the search engine rankings of a travel website by optimizing images, videos, and other multimedia content for better user experience and search engine crawling.",58.24,60.20120481927711,5.34,99.56,83
206,SEO,Intermediate,"Analyze and improve the SEO performance of a WordPress website, including plugin optimization, theme customization, and content strategy development.",58.24,60.20120481927711,5.34,99.56,83
207,SEO,Intermediate,"Create high-quality, SEO-optimized content for a finance blog, including articles, infographics, and videos, to attract and engage the target audience.",58.24,60.20120481927711,5.34,99.56,83
208,SEO,Intermediate,"Implement an SEO strategy for a new website launch, including keyword research, on-page optimization, and technical SEO best practices to ensure search engine visibility from the start.",58.24,60.20120481927711,5.34,99.56,83
209,SEO,Intermediate,"Develop and execute a content marketing plan to increase brand awareness and drive organic traffic to a B2B software website, including blog posts, case studies, and whitepapers.",58.24,60.20120481927711,5.34,99.56,83
210,Web Development,Beginner,"Create a simple personal website with a home, about, and contact page using HTML, CSS, and JavaScript, with a basic responsive design.",48.515,49.54382978723404,7.22,99.83,94
211,Web Development,Beginner,"Build a RESTful API using Node.js and Express to manage a small blog with basic CRUD operations, including API documentation.",48.515,49.54382978723404,7.22,99.83,94
212,Web Development,Beginner,"Design and develop a basic e-commerce website using WooCommerce and WordPress, with a custom theme and payment gateway integration.",48.515,49.54382978723404,7.22,99.83,94
213,Web Development,Beginner,"Develop a to-do list app with user authentication using React and Firebase, featuring a simple and intuitive UI.",48.515,49.54382978723404,7.22,99.83,94
214,Web Development,Beginner,"Create a dynamic weather website using JavaScript, HTML, and CSS, with real-time weather updates and a map view.",48.515,49.54382978723404,7.22,99.83,94
215,Web Development,Beginner,"Build a simple admin dashboard using Bootstrap and PHP, with user management and basic analytics features.",48.515,49.54382978723404,7.22,99.83,94
216,Web Development,Beginner,"Design and develop a one-page website for a small business, featuring a responsive design and basic SEO optimization.",48.515,49.54382978723404,7.22,99.83,94
217,Web Development,Beginner,"Create a quiz website with a timer and scoring system using JavaScript, HTML, and CSS, with a basic database to store user scores.",48.515,49.54382978723404,7.22,99.83,94
218,Web Development,Beginner,"Develop a basic portfolio website for a photographer, with a gallery and contact form, using WordPress and a custom theme.",48.515,49.54382978723404,7.22,99.83,94
219,Web Development,Beginner,"Build a simple chatbot using JavaScript and Node.js, with basic natural language processing and a simple UI.",48.515,49.54382978723404,7.22,99.83,94
220,Web Development,Expert,"Develop a scalable and secure RESTful API for a social media platform using Node.js, Express, and MongoDB, with authentication and authorization features.",50.725,51.4072619047619,7.39,98.92,84
221,Web Development,Expert,"Design and implement an e-commerce website for a fashion brand using Shopify, with custom theme development and third-party API integrations.",50.725,51.4072619047619,7.39,98.92,84
222,Web Development,Expert,"Create a real-time analytics dashboard for a SaaS application using React, Redux, and D3.js, with data visualization and filtering capabilities.",50.725,51.4072619047619,7.39,98.92,84
223,Web Development,Expert,"Build a progressive web application for a news outlet using Angular, with offline support, push notifications, and content caching.",50.725,51.4072619047619,7.39,98.92,84
224,Web Development,Expert,"Implement a microservices architecture for an online banking system using Java, Spring Boot, and Docker, with load balancing and service discovery.",50.725,51.4072619047619,7.39,98.92,84
225,Web Development,Expert,"Develop a mobile-friendly website for a travel agency using WordPress, with custom plugin development and integration with a CRM system.",50.725,51.4072619047619,7.39,98.92,84
226,Web Development,Expert,"Create a single-page application for a productivity tool using Vue.js, with real-time collaboration features and integration with Google Drive API.",50.725,51.4072619047619,7.39,98.92,84
227,Web Development,Expert,"Design and develop a custom CRM system for a sales team using Laravel, with lead management, contact tracking, and sales forecasting features.",50.725,51.4072619047619,7.39,98.92,84
228,Web Development,Expert,"Build a cloud-based file sharing platform using Python, Flask, and AWS S3, with user authentication, access controls, and file versioning.",50.725,51.4072619047619,7.39,98.92,84
229,Web Development,Expert,"Develop a gamification platform for an educational institution using Ruby on Rails, with user profiling, badges, and leaderboards.",50.725,51.4072619047619,7.39,98.92,84
230,Web Development,Intermediate,"Develop a RESTful API using Node.js and Express.js to manage user data and integrate it with a React.js frontend, delivering a fully functional API with documentation.",54.14,53.95089743589744,7.07,99.61,78
231,Web Development,Intermediate,"Create an e-commerce website using WooCommerce and WordPress, requiring a custom theme and plugin integration to support online payments and shipping calculations.",54.14,53.95089743589744,7.07,99.61,78
232,Web Development,Intermediate,"Design and implement a responsive admin dashboard using HTML, CSS, and JavaScript, featuring data visualization charts and tables to display key performance indicators for a small business.",54.14,53.95089743589744,7.07,99.61,78
233,Web Development,Intermediate,"Build a single-page application using Angular and TypeScript, connecting to a backend server to fetch and display real-time data, with a focus on optimization for mobile devices.",54.14,53.95089743589744,7.07,99.61,78
234,Web Development,Intermediate,"Migrate an existing website from HTTP to HTTPS, ensuring all resources are properly updated and secured, and configure SSL certificates for a smooth transition.",54.14,53.95089743589744,7.07,99.61,78
235,Web Development,Intermediate,"Develop a custom WordPress plugin to manage events and bookings, including payment gateway integration and customizable email notifications for users and administrators.",54.14,53.95089743589744,7.07,99.61,78
236,Web Development,Intermediate,"Create a web scraper using Python and BeautifulSoup to extract specific data from a website, storing the data in a CSV file and scheduling the scraper to run daily.",54.14,53.95089743589744,7.07,99.61,78
237,Web Development,Intermediate,"Design and develop a progressive web app using React and Redux, featuring offline support and push notifications, to provide a seamless user experience across different devices.",54.14,53.95089743589744,7.07,99.61,78
238,Web Development,Intermediate,"Implement a search engine optimization (SEO) strategy for an existing website, including keyword research, on-page optimization, and technical SEO improvements to improve search engine rankings.",54.14,53.95089743589744,7.07,99.61,78
239,Web Development,Intermediate,"Build a real-time chat application using Socket.io and JavaScript, allowing users to engage in private and group conversations, with support for file sharing and emojis.",54.14,53.95089743589744,7.07,99.61,78
